TID	name	official name	superkingdom	phylum	class	order	family	genus	species	subspecies
79929	Methanothermobacter marburgensis	Methanothermobacter marburgensis str. Marburg	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter marburgensis	1
83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis H37Rv	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	1
83406	gamma proteobacterium HdN1	gamma proteobacterium HdN1	Bacteria	Proteobacteria	Gammaproteobacteria	1	1	1	1	1
84588	Synechococcus sp. WH8102	Synechococcus sp. WH 8102	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
85643	Thauera sp. MZ1T	Thauera sp. MZ1T	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera	1	1
85962	Helicobacter pylori 26695	Helicobacter pylori 26695	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	1
85963	Helicobacter pylori J99	Helicobacter pylori J99	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	1
87626	Pseudoalteromonas tunicata	Pseudoalteromonas tunicata D2	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas tunicata	1
88036	Selaginella moellendorffii	Selaginella moellendorffii	Eukaryota	Streptophyta	1	Selaginellales	Selaginellaceae	Selaginella	1	1
89187	Roseovarius nubinhibens	Roseovarius nubinhibens ISM	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius nubinhibens	1
91464	Synechococcus sp. PCC7335	Synechococcus sp. PCC 7335	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
93059	Prochlorococcus marinus MIT9211	Prochlorococcus marinus str. MIT 9211	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	1
93060	Prochlorococcus marinus MIT9215	Prochlorococcus marinus str. MIT 9215	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	1
93061	Staphylococcus aureus NCTC8325	Staphylococcus aureus subsp. aureus NCTC 8325	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus subsp. aureus
93062	Staphylococcus aureus COL	Staphylococcus aureus subsp. aureus COL	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus subsp. aureus
94122	Shewanella sp. ANA3	Shewanella sp. ANA-3	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	1	1
96561	Desulfococcus oleovorans	Desulfococcus oleovorans Hxd3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcus oleovorans	1
99287	Salmonella enterica LT2	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica
99883	Tetraodon nigroviridis	Tetraodon nigroviridis	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Tetraodon	1	1
100226	Streptomyces coelicolor	Streptomyces coelicolor A3(2)	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces coelicolor	1
101510	Rhodococcus jostii	Rhodococcus jostii RHA1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus jostii	1
103690	Nostoc sp. PCC7120	Nostoc sp. PCC 7120	Bacteria	Cyanobacteria	1	Nostocales	Nostocaceae	Nostoc	1	1
105559	Nitrosococcus watsonii	Nitrosococcus watsonii C-113	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus watsonii	1
106370	Frankia sp. CcI3	Frankia sp. CcI3	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	1	1
107806	Buchnera aphidicola APS	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	Buchnera aphidicola	1
110662	Synechococcus sp. CC9605	Synechococcus sp. CC9605	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
114615	Bradyrhizobium sp. ORS278	Bradyrhizobium sp. ORS 278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	1	1
115713	Chlamydophila pneumoniae CWL029	Chlamydophila pneumoniae CWL029	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pneumoniae	1
117187	Gibberella moniliformis	Gibberella moniliformis	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	1	1
118168	Microcoleus chthonoplastes	Microcoleus chthonoplastes PCC 7420	Bacteria	Cyanobacteria	1	Oscillatoriales	1	Coleofasciculus	Coleofasciculus chthonoplastes	1
121225	Pediculus humanus	Pediculus humanus	Eukaryota	Arthropoda	Insecta	Phthiraptera	Pediculidae	Pediculus	1	1
122586	Neisseria meningitidis	Neisseria meningitidis MC58	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	1
123214	Persephonella marina	Persephonella marina EX-H1	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella marina	1
132908	Pteropus vampyrus	Pteropus vampyrus	Eukaryota	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus	1	1
134676	Actinoplanes sp. SE50110	Actinoplanes sp. SE50/110	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	1	1
135651	Caenorhabditis brenneri	Caenorhabditis brenneri	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	1	1
137722	Azospirillum sp. B510	Azospirillum sp. B510	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	1
138119	Desulfitobacterium hafniense	Desulfitobacterium hafniense Y51	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium hafniense	1
140110	Necteria haematococca	Necteria haematococca	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	1	1
146891	Prochlorococcus marinus  AS9601	Prochlorococcus marinus str. AS9601	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	1
148304	Magnaporthe poae	Magnaporthe poae	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis	1	1
148305	Magnaporthe grisea	Magnaporthe grisea	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthe	1	1
153948	Nitrosomonas sp. AL212	Nitrosomonas sp. AL212	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	1	1
155864	Escherichia coli O157H7	Escherichia coli O157:H7 str. EDL933	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1
156578	Alteromonadales bacterium	Alteromonadales bacterium TW-7	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	1	1	1	1
156586	Flavobacteria bacterium BBFL7	Flavobacteria bacterium BBFL7	Bacteria	Bacteroidetes	Flavobacteriia	1	1	1	1	1
156889	Magnetococcus marinus	Magnetococcus marinus MC-1	Bacteria	Proteobacteria	Alphaproteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcus	Magnetococcus marinus	1
158189	Sphaerochaeta globus	Sphaerochaeta globus str. Buddy	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta globosa	1
158190	Sphaerochaeta pleomorpha	Sphaerochaeta pleomorpha str. Grapes	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta pleomorpha	1
158878	Staphylococcus aureus Mu50	Staphylococcus aureus subsp. aureus Mu50	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus subsp. aureus
159087	Dechloromonas aromatica	Dechloromonas aromatica RCB	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	Dechloromonas aromatica	1
160488	Pseudomonas putida KT2440	Pseudomonas putida KT2440	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	1
160490	Streptococcus pyogenes	Streptococcus pyogenes M1 GAS	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	1
160492	Xylella fastidiosa	Xylella fastidiosa 9a5c	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	1
161528	Erythrobacter sp. SD21	Erythrobacter sp. SD-21	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	1	1
162425	Emericella nidulans	Emericella nidulans	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	1	1
163164	Wolbachia sp. Dm	Wolbachia endosymbiont of Drosophila melanogaster	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	1	1
164328	Phytophthora ramorum	Phytophthora ramorum	Eukaryota	1	1	Peronosporales	1	Phytophthora	1	1
164757	Mycobacterium sp. JLS	Mycobacterium sp. JLS	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	1	1
166314	Synechococcus sp. WH8109	Synechococcus sp. WH 8109	Bacteria	Cyanobacteria	1	Chroococcales	1	Synechococcus	1	1
167539	Prochlorococcus marinus marinus	Prochlorococcus marinus subsp. marinus str. CCMP1375	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus subsp. marinus
167542	Prochlorococcus marinus MIT9515	Prochlorococcus marinus str. MIT 9515	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	1
167546	Prochlorococcus marinus MIT9301	Prochlorococcus marinus str. MIT 9301	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	1
167555	Prochlorococcus marinus NATL1A	Prochlorococcus marinus str. NATL1A	Bacteria	Cyanobacteria	1	Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	1
167879	Colwellia psychrerythraea	Colwellia psychrerythraea 34H	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia psychrerythraea	1
169963	Listeria monocytogenes EGDe	Listeria monocytogenes EGD-e	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	1
170187	Streptococcus pneumoniae TIGR4	Streptococcus pneumoniae TIGR4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	1
171101	Streptococcus pneumoniae R6	Streptococcus pneumoniae R6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	1
176279	Staphylococcus epidermidis RP62A	Staphylococcus epidermidis RP62A	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	1
176280	Staphylococcus epidermidis ATCC12228	Staphylococcus epidermidis ATCC 12228	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	1
176299	Agrobacterium tumefaciens C58	Agrobacterium tumefaciens str. C58	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum	1
177416	Francisella tularensis  tularensis	Francisella tularensis subsp. tularensis SCHU S4	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	Francisella tularensis subsp. tularensis
177437	Desulfobacterium autotrophicum	Desulfobacterium autotrophicum HRM2	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	Desulfobacterium autotrophicum	1
177439	Desulfotalea psychrophila	Desulfotalea psychrophila LSv54	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfotalea	Desulfotalea psychrophila	1
178306	Pyrobaculum aerophilum	Pyrobaculum aerophilum str. IM2	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum	1
180281	Cyanobium sp. PCC7001	Cyanobium sp. PCC 7001	Bacteria	Cyanobacteria	1	Chroococcales	1	Cyanobium	1	1
182082	Chlamydophila pneumoniae TW183	Chlamydophila pneumoniae TW-183	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pneumoniae	1
184922	Giardia lamblia	Giardia lamblia ATCC 50803	Eukaryota	1	1	1	Hexamitidae	Giardia	Giardia intestinalis	1
186497	Pyrococcus furiosus	Pyrococcus furiosus DSM 3638	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus furiosus	1
187272	Alkalilimnicola ehrlichii	Alkalilimnicola ehrlichii MLHE-1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalilimnicola	Alkalilimnicola ehrlichii	1
187410	Yersinia pestis KIM10	Yersinia pestis KIM10	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	1
187420	Methanothermobacter thermautotrophicus	Methanothermobacter thermautotrophicus str. Delta H	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter thermautotrophicus	1
188626	Dermacoccus sp. Ellin185	Dermacoccus sp. Ellin185	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus	1	1
188937	Methanosarcina acetivorans	Methanosarcina acetivorans C2A	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina acetivorans	1
189518	Leptospira interrogans Lai	Leptospira interrogans serovar Lai str. 56601	Bacteria	Spirochaetes	Spirochaetia	1	Leptospiraceae	Leptospira	Leptospira interrogans	1
190192	Methanopyrus kandleri	Methanopyrus kandleri AV19	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus kandleri	1
190304	Fusobacterium nucleatum nucleatum	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. nucleatum
190485	Xanthomonas campestris ATCC33913	Xanthomonas campestris pv. campestris str. ATCC 33913	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris	1
190486	Xanthomonas axonopodis	Xanthomonas axonopodis pv. citri str. 306	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri	1
190650	Caulobacter crescentus	Caulobacter crescentus CB15	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides	1
192222	Campylobacter jejuni NCTC11168	Campylobacter jejuni subsp. jejuni NCTC 11168	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	Campylobacter jejuni subsp. jejuni
192952	Methanosarcina mazei	Methanosarcina mazei Go1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	1
194439	Chlorobium tepidum	Chlorobium tepidum TLS	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum tepidum	1
195103	Clostridium perfringens ATCC13124	Clostridium perfringens ATCC 13124	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	1
196162	Nocardioides sp. JS614	Nocardioides sp. JS614	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	1	1
196164	Corynebacterium efficiens	Corynebacterium efficiens YS-314	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium efficiens	1
196627	Corynebacterium glutamicum	Corynebacterium glutamicum ATCC 13032	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	1
197221	Thermosynechococcus elongatus	Thermosynechococcus elongatus BP-1	Bacteria	Cyanobacteria	1	Chroococcales	1	Thermosynechococcus	Thermosynechococcus elongatus	1
198094	Bacillus anthracis Ames	Bacillus anthracis str. Ames	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	1
198214	Shigella flexneri	Shigella flexneri 2a str. 301	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella flexneri	1
198628	Dickeya dadantii 3937	Dickeya dadantii 3937	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya	Dickeya dadantii	1
198804	Buchnera aphidicola Sg	Buchnera aphidicola str. Sg (Schizaphis graminum)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	Buchnera aphidicola	1
199310	Escherichia coli CFT073	Escherichia coli CFT073	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	1
203119	Clostridium thermocellum	Clostridium thermocellum ATCC 27405	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium thermocellum	1
203120	Leuconostoc mesenteroides	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides	Leuconostoc mesenteroides subsp. mesenteroides
203122	Saccharophagus degradans	Saccharophagus degradans 2-40	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Saccharophagus	Saccharophagus degradans	1
203123	Oenococcus oeni	Oenococcus oeni PSU-1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni	1
203124	Trichodesmium erythraeum	Trichodesmium erythraeum IMS101	Bacteria	Cyanobacteria	1	Oscillatoriales	1	Trichodesmium	Trichodesmium erythraeum	1
203267	Tropheryma whipplei	Tropheryma whipplei str. Twist	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	1	Tropheryma	Tropheryma whipplei	1
203275	Tannerella forsythia	Tannerella forsythia ATCC 43037	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	Tannerella forsythia	1
203907	Blochmannia floridanus	Candidatus Blochmannia floridanus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Blochmannia	1	1
204536	Sulfurihydrogenibium azorense	Sulfurihydrogenibium azorense Az-Fu1	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense	1
204669	Koribacter versatilis	Candidatus Koribacter versatilis Ellin345	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Koribacter	Candidatus Koribacter versatilis	1
204773	Herminiimonas arsenicoxydans	Herminiimonas arsenicoxydans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	1	1
205914	Haemophilus somnus	Haemophilus somnus 129PT	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	Histophilus somni	1
205918	Pseudomonas syringae syringae	Pseudomonas syringae pv. syringae B728a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	1
205920	Ehrlichia chaffeensis	Ehrlichia chaffeensis str. Arkansas	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	1
205922	Pseudomonas fluorescens Pf01	Pseudomonas fluorescens Pf0-1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	1
206672	Bifidobacterium longum	Bifidobacterium longum NCC2705	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	1
207559	Desulfovibrio alaskensis	Desulfovibrio alaskensis G20	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio alaskensis	1
207949	Bermanella marisrubri	Bermanella marisrubri	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Bermanella	1	1
207954	Neptuniibacter caesariensis	Neptuniibacter caesariensis	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptuniibacter	1	1
208348	Puccinia triticina	Puccinia triticina	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	1	1
208596	Carnobacterium sp. 174	Carnobacterium sp. 17-4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	1	1
208964	Pseudomonas aeruginosa	Pseudomonas aeruginosa PAO1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	1
210007	Streptococcus mutans	Streptococcus mutans UA159	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	1
211110	Streptococcus agalactiae	Streptococcus agalactiae NEM316	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	1
211586	Shewanella oneidensis	Shewanella oneidensis MR-1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella oneidensis	1
212042	Anaplasma phagocytophilum	Anaplasma phagocytophilum HZ	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum	1
212717	Clostridium tetani	Clostridium tetani E88	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	1
213810	Ruminococcus champanellensis	Ruminococcus champanellensis 18P13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus champanellensis	1
214092	Yersinia pestis CO92	Yersinia pestis CO92	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	1
214684	Cryptococcus neoformans JEC21	Cryptococcus neoformans var. neoformans JEC21	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Filobasidiella	Cryptococcus neoformans	1
